,Topic,Name,Representation
554,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
555,5,5_musical_astaire_ziegfeld_broadway,"['musical', 'astaire', 'ziegfeld', 'broadway', 'dance', 'bernadette', 'poppins', 'songs', 'sung', 'melody']"
556,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
557,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
558,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
559,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
560,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
561,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
562,2,2_coppola_godfather_panther_spielberg,"['coppola', 'godfather', 'panther', 'spielberg', 'film', 'corleone', 'schindler', 'films', 'wakanda', 'dune']"
563,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
564,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
565,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
566,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
567,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
568,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
569,4,4_higgins_oliver_mildred_eliza,"['higgins', 'oliver', 'mildred', 'eliza', 'hepburn', 'belinda', 'fanny', 'hitchcock', 'cary', 'mrs']"
570,8,8_rocky_micky_graffiti_champ,"['rocky', 'micky', 'graffiti', 'champ', 'raging', 'fight', 'boxing', 'hooker', 'bale', 'ringo']"
571,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
572,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
573,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
574,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
575,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
576,-1,-1_film_million_said_films,"['film', 'million', 'said', 'films', 'cast', 'awards', 'director', 'movie', 'academy', 'screenplay']"
577,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
578,1,1_maximus_cleopatra_shakespeare_queen,"['maximus', 'cleopatra', 'shakespeare', 'queen', 'gladiator', 'hamlet', 'romeo', 'roman', 'juliet', 'antony']"
579,6,6_juno_sammy_festival_deaf,"['juno', 'sammy', 'festival', 'deaf', 'cassie', '2021', 'samantha', 'awards', '2020', 'miles']"
580,3,3_chaplin_patton_soldiers_casablanca,"['chaplin', 'patton', 'soldiers', 'casablanca', 'platoon', 'army', 'soldier', 'filming', 'combat', 'vietnam']"
581,12,12_juror_arrowsmith_jurors_skippy,"['juror', 'arrowsmith', 'jurors', 'skippy', 'falcon', 'jury', 'dodsworth', 'guilty', 'jess', 'maltese']"
582,7,7_miss_erin_julia_daisy,"['miss', 'erin', 'julia', 'daisy', 'regina', 'lillian', 'minny', 'hepburn', 'laurie', 'women']"
