ANO;TITULO;VENCEDOR;LINK_EN;LINK_ES;LINK_PT;PAGEID_EN;TITLE_EN;TITLE_ES;PAGEID_ES;TITLE_PT;PAGEID_PT
1972;A CLOCKWORK ORANGE (1971 film);Não;https://en.wikipedia.org/wiki/A_Clockwork_Orange_(film);https://es.wikipedia.org/wiki/La_naranja_mecánica_(película);https://pt.wikipedia.org/wiki/Laranja_Mecânica_(filme);1659954;A Clockwork Orange (film);La naranja mecánica (película);29214.0;Laranja Mecânica (filme);15619
1972;FIDDLER ON THE ROOF (1971 film);Não;https://en.wikipedia.org/wiki/Fiddler_on_the_Roof_(film);https://es.wikipedia.org/wiki/El_violinista_en_el_tejado_(película);https://pt.wikipedia.org/wiki/Fiddler_on_the_Roof_(filme);8656796;Fiddler on the Roof (film);El violinista en el tejado (película);56214.0;Fiddler on the Roof (filme);1280553
1972;THE LAST PICTURE SHOW (1971 film);Não;https://en.wikipedia.org/wiki/The_Last_Picture_Show;https://es.wikipedia.org/wiki/La_última_película;https://pt.wikipedia.org/wiki/The_Last_Picture_Show;74868;The Last Picture Show;La última película;1039146.0;The Last Picture Show;1585627
1972;NICHOLAS AND ALEXANDRA (1971 film);Não;https://en.wikipedia.org/wiki/Nicholas_and_Alexandra;https://es.wikipedia.org/wiki/Nicolás_y_Alejandra;https://pt.wikipedia.org/wiki/Nicholas_and_Alexandra;99464;Nicholas and Alexandra;Nicolás y Alejandra;2021230.0;Nicholas and Alexandra;2049001
1973;THE GODFATHER (1972 film);Sim;https://en.wikipedia.org/wiki/The_Godfather;https://es.wikipedia.org/wiki/El_padrino_(película);https://pt.wikipedia.org/wiki/The_Godfather;2466773;The Godfather;El padrino (película);26302.0;The Godfather;55343
1973;CABARET (1972 film);Não;https://en.wikipedia.org/wiki/Cabaret_(1972_film);https://es.wikipedia.org/wiki/Cabaret_(película);https://pt.wikipedia.org/wiki/Cabaret_(filme);236691;Cabaret (1972 film);Cabaret (película);320238.0;Cabaret (filme);567683
1973;DELIVERANCE (1972 film);Não;https://en.wikipedia.org/wiki/Deliverance;https://es.wikipedia.org/wiki/Deliverance_(película);https://pt.wikipedia.org/wiki/Deliverance_(filme);101899;Deliverance;Deliverance (película);2481028.0;Deliverance (filme);1287115
1973;THE EMIGRANTS (1972 film);Não;https://en.wikipedia.org/wiki/The_Emigrants_(film);https://es.wikipedia.org/wiki/Los_emigrantes;https://pt.wikipedia.org/wiki/Os_Emigrantes;101906;The Emigrants (film);Los emigrantes;1039128.0;Os Emigrantes;3044753
1973;SOUNDER (1972 film);Não;https://en.wikipedia.org/wiki/Sounder_(film);https://es.wikipedia.org/wiki/Sounder_(película_de_1972);https://pt.wikipedia.org/wiki/Sounder;11526309;Sounder (film);Sounder (película de 1972);6848612.0;Sounder;3044721
1974;The Sting;Sim;https://en.wikipedia.org/wiki/The_Sting;https://es.wikipedia.org/wiki/El_golpe_(película_de_1973);https://pt.wikipedia.org/wiki/The_Sting;62440;The Sting;El golpe (película de 1973);25754.0;The Sting;504435
1974;American Graffiti;Não;https://en.wikipedia.org/wiki/American_Graffiti;https://es.wikipedia.org/wiki/American_Graffiti;https://pt.wikipedia.org/wiki/American_Graffiti;68124;American Graffiti;American Graffiti;27817.0;American Graffiti;505467
1974;Cries and Whispers;Não;https://en.wikipedia.org/wiki/Cries_and_Whispers;https://es.wikipedia.org/wiki/Gritos_y_susurros;https://pt.wikipedia.org/wiki/Viskningar_och_rop;142482;Cries and Whispers;Gritos y susurros;275421.0;Viskningar och rop;920735
1974;The Exorcist (franchise);Não;https://en.wikipedia.org/wiki/The_Exorcist;https://es.wikipedia.org/wiki/El_exorcista_(película);https://pt.wikipedia.org/wiki/O_Exorcista;725459;The Exorcist;El exorcista (película);195021.0;O Exorcista;54576
1974;A Touch of Class (film);Não;https://en.wikipedia.org/wiki/A_Touch_of_Class_(film);https://es.wikipedia.org/wiki/Un_toque_de_distinción;https://pt.wikipedia.org/wiki/Um_Toque_de_Classe;101907;A Touch of Class (film);Un toque de distinción;2928295.0;Um Toque de Classe;2939834
1975;THE GODFATHER PART II (1974 film);Sim;https://en.wikipedia.org/wiki/The_Godfather_Part_II;https://es.wikipedia.org/wiki/El_padrino_II;https://pt.wikipedia.org/wiki/The_Godfather_Part_II;73875;The Godfather Part II;El padrino II;116730.0;The Godfather Part II;173027
1975;CHINATOWN (1974 film);Não;https://en.wikipedia.org/wiki/Chinatown_(1974_film);https://es.wikipedia.org/wiki/Chinatown_(película);https://pt.wikipedia.org/wiki/Chinatown_(filme);68092;Chinatown (1974 film);Chinatown (película);1333.0;Chinatown (filme);594580
1975;THE CONVERSATION (1974 film);Não;https://en.wikipedia.org/wiki/The_Conversation;https://es.wikipedia.org/wiki/La_conversación;https://pt.wikipedia.org/wiki/The_Conversation;66853;The Conversation;La conversación;1039099.0;The Conversation;2484677
1975;LENNY (1974 film);Não;https://en.wikipedia.org/wiki/Lenny_(film);https://es.wikipedia.org/wiki/Lenny_(película);https://pt.wikipedia.org/wiki/Lenny_(filme);64291;Lenny (film);Lenny (película);8107705.0;Lenny (filme);1427765
1975;THE TOWERING INFERNO (1974 film);Não;https://en.wikipedia.org/wiki/The_Towering_Inferno;https://es.wikipedia.org/wiki/The_Towering_Inferno;https://pt.wikipedia.org/wiki/The_Towering_Inferno;101910;The Towering Inferno;The Towering Inferno;27068.0;The Towering Inferno;345036
1976;ONE FLEW OVER THE CUCKOO'S NEST (1975 film);Sim;https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo's_Nest_(film);https://es.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo's_Nest;https://pt.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo's_Nest;21913863;One Flew Over the Cuckoo's Nest (film);One Flew Over the Cuckoo's Nest;217784.0;One Flew Over the Cuckoo's Nest;201328
1976;BARRY LYNDON (1975 film);Não;https://en.wikipedia.org/wiki/Barry_Lyndon;https://es.wikipedia.org/wiki/Barry_Lyndon;https://pt.wikipedia.org/wiki/Barry_Lyndon;4227;Barry Lyndon;Barry Lyndon;28348.0;Barry Lyndon;196776
1976;DOG DAY AFTERNOON (1975 film);Não;https://en.wikipedia.org/wiki/Dog_Day_Afternoon;https://es.wikipedia.org/wiki/Tarde_de_perros;https://pt.wikipedia.org/wiki/Um_Dia_de_Cão;101914;Dog Day Afternoon;Tarde de perros;583342.0;Um Dia de Cão;1027580
1976;JAWS (1975 film);Não;https://en.wikipedia.org/wiki/Jaws_(film);https://es.wikipedia.org/wiki/Tiburón_(película);https://pt.wikipedia.org/wiki/Tubarão_(filme);74830;Jaws (film);Tiburón (película);27321.0;Tubarão (filme);51690
1976;NASHVILLE (1975 film);Não;https://en.wikipedia.org/wiki/Nashville_(film);https://es.wikipedia.org/wiki/Nashville_(película);https://pt.wikipedia.org/wiki/Nashville_(filme);75259;Nashville (film);Nashville (película);1039063.0;Nashville (filme);2046717
1977;ROCKY;Sim;https://en.wikipedia.org/wiki/Rocky;https://es.wikipedia.org/wiki/Rocky_(película);https://pt.wikipedia.org/wiki/Rocky;45772;Rocky;Rocky (película);534661.0;Rocky;175263
1977;ALL THE PRESIDENT'S MEN (1976 film);Não;https://en.wikipedia.org/wiki/All_the_President's_Men_(film);https://es.wikipedia.org/wiki/Todos_los_hombres_del_presidente;https://pt.wikipedia.org/wiki/All_the_President's_Men;3876620;All the President's Men (film);Todos los hombres del presidente;27318.0;All the President's Men;614924
1977;BOUND FOR GLORY (1976 film);Não;https://en.wikipedia.org/wiki/Bound_for_Glory_(1976_film);https://es.wikipedia.org/wiki/Esta_tierra_es_mi_tierra_(película);https://pt.wikipedia.org/wiki/Bound_for_Glory_(filme);101927;Bound for Glory (1976 film);Esta tierra es mi tierra (película);1038066.0;Bound for Glory (filme);2267992
1977;NETWORK (1976 film);Não;https://en.wikipedia.org/wiki/Network_(1976_film);https://es.wikipedia.org/wiki/Network;https://pt.wikipedia.org/wiki/Network_(filme);101935;Network (1976 film);Network;27195.0;Network (filme);1301761
1977;TAXI DRIVER (1976 film);Não;https://en.wikipedia.org/wiki/Taxi_Driver;https://es.wikipedia.org/wiki/Taxi_Driver;https://pt.wikipedia.org/wiki/Taxi_Driver;30000;Taxi Driver;Taxi Driver;28327.0;Taxi Driver;202486
1978;ANNIE HALL (1977 film);Sim;https://en.wikipedia.org/wiki/Annie_Hall;https://es.wikipedia.org/wiki/Annie_Hall;https://pt.wikipedia.org/wiki/Annie_Hall;66870;Annie Hall;Annie Hall;26944.0;Annie Hall;200800
1978;THE GOODBYE GIRL (1977 film);Não;https://en.wikipedia.org/wiki/The_Goodbye_Girl;https://es.wikipedia.org/wiki/La_chica_del_adiós;https://pt.wikipedia.org/wiki/The_Goodbye_Girl;101943;The Goodbye Girl;La chica del adiós;1290679.0;The Goodbye Girl;479275
1978;JULIA (1977 film);Não;https://en.wikipedia.org/wiki/Julia_(1977_film);https://es.wikipedia.org/wiki/Julia_(película_de_1977);https://pt.wikipedia.org/wiki/Julia_(filme);163451;Julia (1977 film);Julia (película de 1977);1037552.0;Julia (filme);1272700
1978;STAR WARS (1977 film);Não;https://en.wikipedia.org/wiki/Star_Wars_(film);https://es.wikipedia.org/wiki/Star_Wars:_Episodio_IV_-_Una_nueva_esperanza;https://pt.wikipedia.org/wiki/Star_Wars:_Episódio_IV_–_Uma_Nova_Esperança;52549;Star Wars (film);Star Wars: Episodio IV - Una nueva esperanza;216273.0;Star Wars: Episódio IV – Uma Nova Esperança;4891353
1978;THE TURNING POINT (1977 film);Não;https://en.wikipedia.org/wiki/The_Turning_Point_(1977_film);https://es.wikipedia.org/wiki/The_Turning_Point;https://pt.wikipedia.org/wiki/The_Turning_Point_(1977);2223709;The Turning Point (1977 film);The Turning Point;30481.0;The Turning Point (1977);478877
1979;The Deer Hunter;Sim;https://en.wikipedia.org/wiki/The_Deer_Hunter;https://es.wikipedia.org/wiki/The_Deer_Hunter;https://pt.wikipedia.org/wiki/The_Deer_Hunter;73425;The Deer Hunter;The Deer Hunter;27106.0;The Deer Hunter;506436
1979;Coming Home (1978 film);Não;https://en.wikipedia.org/wiki/Coming_Home_(1978_film);https://es.wikipedia.org/wiki/Coming_Home_(película);https://pt.wikipedia.org/wiki/Coming_Home_(1978);103011;Coming Home (1978 film);Coming Home (película);1037536.0;Coming Home (1978);568027
1979;Heaven Can Wait (1978 film);Não;https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film);https://es.wikipedia.org/wiki/El_cielo_puede_esperar_(película);https://pt.wikipedia.org/wiki/O_Céu_Pode_Esperar_(1978);103018;Heaven Can Wait (1978 film);El cielo puede esperar (película);1016478.0;O Céu Pode Esperar (1978);1993394
1979;Midnight Express (film);Não;https://en.wikipedia.org/wiki/Midnight_Express_(film);https://es.wikipedia.org/wiki/Midnight_Express;https://pt.wikipedia.org/wiki/O_Expresso_da_Meia-Noite;103021;Midnight Express (film);Midnight Express;381668.0;O Expresso da Meia-Noite;1151975
1979;An Unmarried Woman;Não;https://en.wikipedia.org/wiki/An_Unmarried_Woman;https://es.wikipedia.org/wiki/Una_mujer_descasada;https://pt.wikipedia.org/wiki/An_Unmarried_Woman;103022;An Unmarried Woman;Una mujer descasada;4292986.0;An Unmarried Woman;2746049
1980;KRAMER VS. KRAMER (1979 film);Sim;https://en.wikipedia.org/wiki/Kramer_vs._Kramer;https://es.wikipedia.org/wiki/Kramer_vs._Kramer;https://pt.wikipedia.org/wiki/Kramer_vs._Kramer;103026;Kramer vs. Kramer;Kramer vs. Kramer;28817.0;Kramer vs. Kramer;270988
1980;ALL THAT JAZZ (1979 film);Não;https://en.wikipedia.org/wiki/All_That_Jazz_(film);https://es.wikipedia.org/wiki/All_That_Jazz_(película);https://pt.wikipedia.org/wiki/All_That_Jazz;68078;All That Jazz (film);All That Jazz (película);1037510.0;All That Jazz;281203
1980;APOCALYPSE NOW (1979 film);Não;https://en.wikipedia.org/wiki/Apocalypse_Now;https://es.wikipedia.org/wiki/Apocalypse_Now;https://pt.wikipedia.org/wiki/Apocalypse_Now;18951054;Apocalypse Now;Apocalypse Now;21378.0;Apocalypse Now;130292
1980;BREAKING AWAY (1979 film);Não;https://en.wikipedia.org/wiki/Breaking_Away;https://es.wikipedia.org/wiki/Breaking_Away;https://pt.wikipedia.org/wiki/Breaking_Away;103029;Breaking Away;Breaking Away;7120665.0;Breaking Away;2434961
1980;NORMA RAE;Não;https://en.wikipedia.org/wiki/Norma_Rae;https://es.wikipedia.org/wiki/Norma_Rae;https://pt.wikipedia.org/wiki/Norma_Rae;103033;Norma Rae;Norma Rae;1083313.0;Norma Rae;481896
1981;ORDINARY PEOPLE (1980 film);Sim;https://en.wikipedia.org/wiki/Ordinary_People;https://es.wikipedia.org/wiki/Ordinary_People;https://pt.wikipedia.org/wiki/Ordinary_People;106335;Ordinary People;Ordinary People;28296.0;Ordinary People;298358
1981;COAL MINER'S DAUGHTER (1980 film);Não;https://en.wikipedia.org/wiki/Coal_Miner's_Daughter_(film);https://es.wikipedia.org/wiki/Coal_Miner's_Daughter;https://pt.wikipedia.org/wiki/Coal_Miner's_Daughter;106337;Coal Miner's Daughter (film);Coal Miner's Daughter;5548162.0;Coal Miner's Daughter;484028
1981;THE ELEPHANT MAN (1980 film);Não;https://en.wikipedia.org/wiki/The_Elephant_Man_(film);https://es.wikipedia.org/wiki/El_hombre_elefante_(película);https://pt.wikipedia.org/wiki/O_Homem_Elefante;106344;The Elephant Man (film);El hombre elefante (película);387846.0;O Homem Elefante;94618
1981;RAGING BULL (1980 film);Não;https://en.wikipedia.org/wiki/Raging_Bull;https://es.wikipedia.org/wiki/Toro_salvaje;https://pt.wikipedia.org/wiki/Raging_Bull;25506;Raging Bull;Toro salvaje;211879.0;Raging Bull;273677
1981;TESS (1980 film);Não;https://en.wikipedia.org/wiki/Tess_(1979_film);https://es.wikipedia.org/wiki/Tess_(película_de_1979);https://pt.wikipedia.org/wiki/Tess_(filme);26015065;Tess (1979 film);Tess (película de 1979);1037475.0;Tess (filme);561854
1982;Chariots of Fire (album);Sim;https://en.wikipedia.org/wiki/Chariots_of_Fire;https://es.wikipedia.org/wiki/Chariots_of_Fire;https://pt.wikipedia.org/wiki/Chariots_of_Fire;5729;Chariots of Fire;Chariots of Fire;198719.0;Chariots of Fire;97735
1982;Atlantic City (1980 film);Não;https://en.wikipedia.org/wiki/Atlantic_City_(1980_film);https://es.wikipedia.org/wiki/Atlantic_City_(película_de_1980);https://pt.wikipedia.org/wiki/Atlantic_City_(1980);106352;Atlantic City (1980 film);Atlantic City (película de 1980);65921.0;Atlantic City (1980);492238
1982;On Golden Pond (1981 film);Não;https://en.wikipedia.org/wiki/On_Golden_Pond_(1981_film);https://es.wikipedia.org/wiki/On_Golden_Pond;https://pt.wikipedia.org/wiki/On_Golden_Pond;15119799;On Golden Pond (1981 film);On Golden Pond;350680.0;On Golden Pond;295276
1982;Raiders of the Lost Ark;Não;https://en.wikipedia.org/wiki/Raiders_of_the_Lost_Ark;https://es.wikipedia.org/wiki/Raiders_of_the_Lost_Ark;https://pt.wikipedia.org/wiki/Raiders_of_the_Lost_Ark;54166;Raiders of the Lost Ark;Raiders of the Lost Ark;28508.0;Raiders of the Lost Ark;91554
1982;Reds (film);Não;https://en.wikipedia.org/wiki/Reds_(film);https://es.wikipedia.org/wiki/Reds;https://pt.wikipedia.org/wiki/Reds;45242;Reds (film);Reds;323658.0;Reds;499133
1983;GANDHI (1982 film);Sim;https://en.wikipedia.org/wiki/Gandhi_(film);https://es.wikipedia.org/wiki/Gandhi_(película);https://pt.wikipedia.org/wiki/Gandhi_(filme);369508;Gandhi (film);Gandhi (película);27147.0;Gandhi (filme);68415
1983;E.T. THE EXTRA-TERRESTRIAL (1982 film);Não;https://en.wikipedia.org/wiki/E.T._the_Extra-Terrestrial;https://es.wikipedia.org/wiki/E.T.,_el_extraterrestre;https://pt.wikipedia.org/wiki/E.T._O_Extraterrestre;73441;E.T. the Extra-Terrestrial;E.T., el extraterrestre;26301.0;E.T. O Extraterrestre;285817
1983;MISSING (1982 film);Não;https://en.wikipedia.org/wiki/Missing_(1982_film);https://es.wikipedia.org/wiki/Desaparecido_(película);https://pt.wikipedia.org/wiki/Missing_-_O_Desaparecido;106357;Missing (1982 film);Desaparecido (película);754907.0;Missing - O Desaparecido;484181
1983;TOOTSIE;Não;https://en.wikipedia.org/wiki/Tootsie;https://es.wikipedia.org/wiki/Tootsie;https://pt.wikipedia.org/wiki/Tootsie;76394;Tootsie;Tootsie;992772.0;Tootsie;445374
1983;THE VERDICT (1982 film);Não;https://en.wikipedia.org/wiki/The_Verdict;https://es.wikipedia.org/wiki/The_Verdict;https://pt.wikipedia.org/wiki/O_Veredicto;106359;The Verdict;The Verdict;30197.0;O Veredicto;504417
1984;TERMS OF ENDEARMENT (1983 film);Sim;https://en.wikipedia.org/wiki/Terms_of_Endearment;https://es.wikipedia.org/wiki/La_fuerza_del_cariño;https://pt.wikipedia.org/wiki/Laços_de_Ternura;113427;Terms of Endearment;La fuerza del cariño;29047.0;Laços de Ternura;413147
1984;THE BIG CHILL (1983 film);Não;https://en.wikipedia.org/wiki/The_Big_Chill_(film);https://es.wikipedia.org/wiki/Reencuentro_(película);https://pt.wikipedia.org/wiki/The_Big_Chill;545795;The Big Chill (film);Reencuentro (película);247996.0;The Big Chill;295142
1984;THE DRESSER (1983 film);Não;https://en.wikipedia.org/wiki/The_Dresser_(1983_film);https://es.wikipedia.org/wiki/The_Dresser;https://pt.wikipedia.org/wiki/The_Dresser;113436;The Dresser (1983 film);The Dresser;1795143.0;The Dresser;2663387
1984;THE RIGHT STUFF (1983 film);Não;https://en.wikipedia.org/wiki/The_Right_Stuff_(film);https://es.wikipedia.org/wiki/The_Right_Stuff;https://pt.wikipedia.org/wiki/Os_Eleitos;113442;The Right Stuff (film);The Right Stuff;28488.0;Os Eleitos;2433670
1984;TENDER MERCIES (1983 film);Não;https://en.wikipedia.org/wiki/Tender_Mercies;https://es.wikipedia.org/wiki/Tender_Mercies;https://pt.wikipedia.org/wiki/Tender_Mercies;113445;Tender Mercies;Tender Mercies;4544277.0;Tender Mercies;441013
1985;AMADEUS (1984 film);Sim;https://en.wikipedia.org/wiki/Amadeus_(film);https://es.wikipedia.org/wiki/Amadeus;https://pt.wikipedia.org/wiki/Amadeus;1065214;Amadeus (film);Amadeus;26942.0;Amadeus;162584
1985;THE KILLING FIELDS (1984 film);Não;https://en.wikipedia.org/wiki/The_Killing_Fields_(film);https://es.wikipedia.org/wiki/The_Killing_Fields;https://pt.wikipedia.org/wiki/The_Killing_Fields;1217079;The Killing Fields (film);The Killing Fields;1081740.0;The Killing Fields;1080244
1985;A PASSAGE TO INDIA (1984 film);Não;https://en.wikipedia.org/wiki/A_Passage_to_India_(film);https://es.wikipedia.org/wiki/Pasaje_a_la_India;https://pt.wikipedia.org/wiki/Passagem_para_a_Índia_(filme);3600424;A Passage to India (film);Pasaje a la India;1037397.0;Passagem para a Índia (filme);828448
1985;PLACES IN THE HEART (1984 film);Não;https://en.wikipedia.org/wiki/Places_in_the_Heart;https://es.wikipedia.org/wiki/En_un_lugar_del_corazón;https://pt.wikipedia.org/wiki/Um_Lugar_no_Coração;113449;Places in the Heart;En un lugar del corazón;5272721.0;Um Lugar no Coração;583548
1985;A SOLDIER'S STORY (1984 film);Não;https://en.wikipedia.org/wiki/A_Soldier's_Story;https://es.wikipedia.org/wiki/Historia_de_un_soldado_(película_de_1984);https://pt.wikipedia.org/wiki/A_Soldier's_Story;113451;A Soldier's Story;Historia de un soldado (película de 1984);9142680.0;A Soldier's Story;2668287
1986;Out of Africa (film);Sim;https://en.wikipedia.org/wiki/Out_of_Africa_(film);https://es.wikipedia.org/wiki/Out_of_Africa;https://pt.wikipedia.org/wiki/Out_of_Africa;89793;Out of Africa (film);Out of Africa;235528.0;Out of Africa;386642
1986;The Color Purple (1985 film);Não;https://en.wikipedia.org/wiki/The_Color_Purple_(1985_film);https://es.wikipedia.org/wiki/El_color_púrpura;https://pt.wikipedia.org/wiki/A_Cor_Púrpura_(filme_de_1985);3185575;The Color Purple (1985 film);El color púrpura;315955.0;A Cor Púrpura (filme de 1985);105881
1986;Kiss of the Spider Woman (film);Não;https://en.wikipedia.org/wiki/Kiss_of_the_Spider_Woman_(film);https://es.wikipedia.org/wiki/El_beso_de_la_mujer_araña_(película);https://pt.wikipedia.org/wiki/O_Beijo_da_Mulher_Aranha;113452;Kiss of the Spider Woman (film);El beso de la mujer araña (película);2979794.0;O Beijo da Mulher Aranha;531013
1986;Prizzi's Honor;Não;https://en.wikipedia.org/wiki/Prizzi's_Honor;https://es.wikipedia.org/wiki/El_honor_de_los_Prizzi;https://pt.wikipedia.org/wiki/Prizzi's_Honor;113454;Prizzi's Honor;El honor de los Prizzi;1037343.0;Prizzi's Honor;449148
1986;Witness (1985 film);Não;https://en.wikipedia.org/wiki/Witness_(1985_film);https://es.wikipedia.org/wiki/Witness_(película);https://pt.wikipedia.org/wiki/A_Testemunha;84931;Witness (1985 film);Witness (película);27703.0;A Testemunha;514536
1987;PLATOON (1986 film);Sim;https://en.wikipedia.org/wiki/Platoon_(film);https://es.wikipedia.org/wiki/Platoon;https://pt.wikipedia.org/wiki/Platoon;113460;Platoon (film);Platoon;125992.0;Platoon;188790
1987;CHILDREN OF A LESSER GOD (1986 film);Não;https://en.wikipedia.org/wiki/Children_of_a_Lesser_God_(film);https://es.wikipedia.org/wiki/Children_of_a_Lesser_God;https://pt.wikipedia.org/wiki/Children_of_a_Lesser_God;113463;Children of a Lesser God (film);Children of a Lesser God;350694.0;Children of a Lesser God;488018
1987;HANNAH AND HER SISTERS (1986 film);Não;https://en.wikipedia.org/wiki/Hannah_and_Her_Sisters;https://es.wikipedia.org/wiki/Hannah_y_sus_hermanas;https://pt.wikipedia.org/wiki/Hannah_and_Her_Sisters;113464;Hannah and Her Sisters;Hannah y sus hermanas;29124.0;Hannah and Her Sisters;475043
1987;THE MISSION (1986 film);Não;https://en.wikipedia.org/wiki/The_Mission_(1986_film);https://es.wikipedia.org/wiki/La_misión;https://pt.wikipedia.org/wiki/A_Missão;525486;The Mission (1986 film);La misión;208313.0;A Missão;592078
1987;A ROOM WITH A VIEW (1986 film);Não;https://en.wikipedia.org/wiki/A_Room_with_a_View_(1985_film);https://es.wikipedia.org/wiki/A_Room_with_a_View_(película_de_1985);https://pt.wikipedia.org/wiki/A_Room_with_a_View;3671146;A Room with a View (1985 film);A Room with a View (película de 1985);248178.0;A Room with a View;2433310
1988;THE LAST EMPEROR (1987 film);Sim;https://en.wikipedia.org/wiki/The_Last_Emperor;https://es.wikipedia.org/wiki/El_último_emperador;https://pt.wikipedia.org/wiki/O_Último_Imperador;129246;The Last Emperor;El último emperador;30579.0;O Último Imperador;127810
1988;BROADCAST NEWS (1987 film);Não;https://en.wikipedia.org/wiki/Broadcast_News_(film);https://es.wikipedia.org/wiki/Broadcast_News;https://pt.wikipedia.org/wiki/Broadcast_News;129278;Broadcast News (film);Broadcast News;627436.0;Broadcast News;1304999
1988;FATAL ATTRACTION (1987 film);Não;https://en.wikipedia.org/wiki/Fatal_Attraction;https://es.wikipedia.org/wiki/Atracción_fatal;https://pt.wikipedia.org/wiki/Atração_Fatal;129295;Fatal Attraction;Atracción fatal;27790.0;Atração Fatal;295165
1988;HOPE AND GLORY (1987 film);Não;https://en.wikipedia.org/wiki/Hope_and_Glory_(film);https://es.wikipedia.org/wiki/Hope_and_Glory;https://pt.wikipedia.org/wiki/Esperança_e_Glória;129312;Hope and Glory (film);Hope and Glory;1611453.0;Esperança e Glória;934123
1988;MOONSTRUCK (1987 film);Não;https://en.wikipedia.org/wiki/Moonstruck;https://es.wikipedia.org/wiki/Hechizo_de_luna;https://pt.wikipedia.org/wiki/Moonstruck;129331;Moonstruck;Hechizo de luna;1036400.0;Moonstruck;851062
1989;RAIN MAN;Sim;https://en.wikipedia.org/wiki/Rain_Man;https://es.wikipedia.org/wiki/Rain_Man;https://pt.wikipedia.org/wiki/Rain_Man;129368;Rain Man;Rain Man;27208.0;Rain Man;388098
1989;THE ACCIDENTAL TOURIST (1988 film);Não;https://en.wikipedia.org/wiki/The_Accidental_Tourist_(film);https://es.wikipedia.org/wiki/The_Accidental_Tourist;https://pt.wikipedia.org/wiki/O_Turista_Acidental;9125100;The Accidental Tourist (film);The Accidental Tourist;1036352.0;O Turista Acidental;475965
1989;DANGEROUS LIAISONS (1988 film);Não;https://en.wikipedia.org/wiki/Dangerous_Liaisons;https://es.wikipedia.org/wiki/Dangerous_Liaisons;https://pt.wikipedia.org/wiki/Ligações_Perigosas_(filme);75933;Dangerous Liaisons;Dangerous Liaisons;320943.0;Ligações Perigosas (filme);127343
1989;MISSISSIPPI BURNING (1988 film);Não;https://en.wikipedia.org/wiki/Mississippi_Burning;https://es.wikipedia.org/wiki/Mississippi_Burning;https://pt.wikipedia.org/wiki/Mississípi_em_Chamas;129410;Mississippi Burning;Mississippi Burning;27797.0;Mississípi em Chamas;274926
1989;WORKING GIRL (1988 film);Não;https://en.wikipedia.org/wiki/Working_Girl;https://es.wikipedia.org/wiki/Working_Girl;https://pt.wikipedia.org/wiki/Working_Girl;129427;Working Girl;Working Girl;745596.0;Working Girl;488691
1990;Driving Miss Daisy;Sim;https://en.wikipedia.org/wiki/Driving_Miss_Daisy;https://es.wikipedia.org/wiki/Driving_Miss_Daisy;https://pt.wikipedia.org/wiki/Driving_Miss_Daisy;129444;Driving Miss Daisy;Driving Miss Daisy;214235.0;Driving Miss Daisy;297194
1990;Born on the Fourth of July (film);Não;https://en.wikipedia.org/wiki/Born_on_the_Fourth_of_July_(film);https://es.wikipedia.org/wiki/Nacido_el_cuatro_de_julio;https://pt.wikipedia.org/wiki/Born_on_the_Fourth_of_July;4457806;Born on the Fourth of July (film);Nacido el cuatro de julio;303735.0;Born on the Fourth of July;927825
1990;Dead Poets Society;Não;https://en.wikipedia.org/wiki/Dead_Poets_Society;https://es.wikipedia.org/wiki/Dead_Poets_Society;https://pt.wikipedia.org/wiki/Dead_Poets_Society;129493;Dead Poets Society;Dead Poets Society;2377.0;Dead Poets Society;189401
1990;Field of Dreams;Não;https://en.wikipedia.org/wiki/Field_of_Dreams;https://es.wikipedia.org/wiki/Field_of_Dreams;https://pt.wikipedia.org/wiki/Field_of_Dreams;129524;Field of Dreams;Field of Dreams;1071421.0;Field of Dreams;1472970
1990;My Left Foot;Não;https://en.wikipedia.org/wiki/My_Left_Foot;https://es.wikipedia.org/wiki/Mi_pie_izquierdo;https://pt.wikipedia.org/wiki/My_Left_Foot;129542;My Left Foot;Mi pie izquierdo;435855.0;My Left Foot;68404
1991;DANCES WITH WOLVES (1990 film);Sim;https://en.wikipedia.org/wiki/Dances_with_Wolves;https://es.wikipedia.org/wiki/Dances_with_Wolves;https://pt.wikipedia.org/wiki/Dances_with_Wolves;129585;Dances with Wolves;Dances with Wolves;28203.0;Dances with Wolves;79427
1991;AWAKENINGS (1990 film);Não;https://en.wikipedia.org/wiki/Awakenings;https://es.wikipedia.org/wiki/Despertares;https://pt.wikipedia.org/wiki/Awakenings;129602;Awakenings;Despertares;28891.0;Awakenings;497933
1991;GHOST (1990 film);Não;https://en.wikipedia.org/wiki/Ghost_(1990_film);https://es.wikipedia.org/wiki/Ghost_(película_de_1990);https://pt.wikipedia.org/wiki/Ghost_(filme);129619;Ghost (1990 film);Ghost (película de 1990);28298.0;Ghost (filme);302390
1991;THE GODFATHER, PART III (1990 film);Não;https://en.wikipedia.org/wiki/The_Godfather_Part_III;https://es.wikipedia.org/wiki/El_padrino_III;https://pt.wikipedia.org/wiki/The_Godfather_Part_III;129644;The Godfather Part III;El padrino III;243939.0;The Godfather Part III;632994
